Site;Depth;Quadrat;Genus;Species;Size;Status;Observations;Photo_Number
Makatea;6;5;Pocillopora;eydouxi;Medium;Dead;0;
Makatea;6;5;Pocillopora;eydouxi;Medium;Bleached;0;
Makatea;6;5;Pocillopora;eydouxi;Medium;Pale;0;
Makatea;6;5;Pocillopora;eydouxi;Medium;Healthy;0;
Makatea;6;5;Pocillopora;eydouxi;Small;Dead;0;
Makatea;6;5;Pocillopora;eydouxi;Small;Bleached;0;
Makatea;6;5;Pocillopora;eydouxi;Small;Pale;0;
Makatea;6;5;Pocillopora;eydouxi;Small;Healthy;0;
Makatea;6;5;Pocillopora;meandrina;Big;Dead;0;
Makatea;6;5;Pocillopora;meandrina;Big;Bleached;0;
Makatea;6;5;Pocillopora;meandrina;Big;Pale;1;
Makatea;6;5;Pocillopora;meandrina;Big;Healthy;0;
Makatea;6;5;Pocillopora;meandrina;Medium;Dead;0;
Makatea;6;5;Pocillopora;meandrina;Medium;Bleached;0;
Makatea;6;5;Pocillopora;meandrina;Medium;Pale;0;
Makatea;6;5;Pocillopora;meandrina;Medium;Healthy;0;
Makatea;6;5;Pocillopora;meandrina;Small;Dead;0;
Makatea;6;5;Pocillopora;meandrina;Small;Bleached;0;
Makatea;6;5;Pocillopora;meandrina;Small;Pale;0;
Makatea;6;5;Pocillopora;meandrina;Small;Healthy;0;
Makatea;6;5;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;5;Pocillopora;verrucosa;Big;Bleached;1;
Makatea;6;5;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;5;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;5;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;5;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;5;Pocillopora;verrucosa;Medium;Pale;1;
Makatea;6;5;Pocillopora;verrucosa;Medium;Healthy;0;
Makatea;6;5;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;5;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;5;Pocillopora;verrucosa;Small;Pale;1;
Makatea;6;5;Pocillopora;verrucosa;Small;Healthy;0;
Makatea;6;5;Porites;massive;Big;Dead;0;
Makatea;6;5;Porites;massive;Big;Bleached;1;
Makatea;6;5;Porites;massive;Big;Pale;2;
Makatea;6;5;Porites;massive;Big;Healthy;0;
Makatea;6;5;Porites;massive;Medium;Dead;0;
Makatea;6;5;Porites;massive;Medium;Bleached;0;
Makatea;6;5;Porites;massive;Medium;Pale;1;
Makatea;6;5;Porites;massive;Medium;Healthy;0;
Makatea;6;5;Porites;massive;Small;Dead;0;
Makatea;6;5;Porites;massive;Small;Bleached;0;
Makatea;6;5;Porites;massive;Small;Pale;0;
Makatea;6;5;Porites;massive;Small;Healthy;0;
Makatea;6;5;Montipora;encrusting;Big;Dead;0;
Makatea;6;5;Montipora;encrusting;Big;Bleached;0;
Makatea;6;5;Montipora;encrusting;Big;Pale;0;
Makatea;6;5;Montipora;encrusting;Big;Healthy;0;
Makatea;6;5;Montipora;encrusting;Medium;Dead;0;
Makatea;6;5;Montipora;encrusting;Medium;Bleached;1;
Makatea;6;5;Montipora;encrusting;Medium;Pale;0;
Makatea;6;5;Montipora;encrusting;Medium;Healthy;0;
Makatea;6;5;Montipora;encrusting;Small;Dead;0;
Makatea;6;5;Montipora;encrusting;Small;Bleached;0;
Makatea;6;5;Montipora;encrusting;Small;Pale;0;
Makatea;6;5;Montipora;encrusting;Small;Healthy;0;
Makatea;6;5;Acropora;NA;Big;Dead;0;
Makatea;6;5;Acropora;NA;Big;Bleached;0;
Makatea;6;5;Acropora;NA;Big;Pale;0;
Makatea;6;5;Acropora;NA;Big;Healthy;0;
Makatea;6;5;Acropora;NA;Medium;Dead;0;
Makatea;6;5;Acropora;NA;Medium;Bleached;0;
Makatea;6;5;Acropora;NA;Medium;Pale;1;
Makatea;6;5;Acropora;NA;Medium;Healthy;0;
Makatea;6;5;Acropora;NA;Small;Dead;0;
Makatea;6;5;Acropora;NA;Small;Bleached;0;
Makatea;6;5;Acropora;NA;Small;Pale;0;
Makatea;6;5;Acropora;NA;Small;Healthy;0;
Makatea;6;5;Leptastrea;NA;Big;Dead;0;
Makatea;6;5;Leptastrea;NA;Big;Bleached;0;
Makatea;6;5;Leptastrea;NA;Big;Pale;0;
Makatea;6;5;Leptastrea;NA;Big;Healthy;0;
Makatea;6;5;Leptastrea;NA;Medium;Dead;0;
Makatea;6;5;Leptastrea;NA;Medium;Bleached;1;
Makatea;6;5;Leptastrea;NA;Medium;Pale;0;
Makatea;6;5;Leptastrea;NA;Medium;Healthy;0;
Makatea;6;5;Leptastrea;NA;Small;Dead;0;
Makatea;6;5;Leptastrea;NA;Small;Bleached;0;
Makatea;6;5;Leptastrea;NA;Small;Pale;0;
Makatea;6;5;Leptastrea;NA;Small;Healthy;0;
Makatea;6;6;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;6;Pocillopora;verrucosa;Big;Bleached;0;
Makatea;6;6;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;6;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;6;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;6;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;6;Pocillopora;verrucosa;Medium;Pale;0;
Makatea;6;6;Pocillopora;verrucosa;Medium;Healthy;0;
Makatea;6;6;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;6;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;6;Pocillopora;verrucosa;Small;Pale;1;
Makatea;6;6;Pocillopora;verrucosa;Small;Healthy;0;
Makatea;6;6;Porites;massive;Big;Dead;0;
Makatea;6;6;Porites;massive;Big;Bleached;0;
Makatea;6;6;Porites;massive;Big;Pale;1;
Makatea;6;6;Porites;massive;Big;Healthy;0;
Makatea;6;6;Porites;massive;Medium;Dead;0;
Makatea;6;6;Porites;massive;Medium;Bleached;0;
Makatea;6;6;Porites;massive;Medium;Pale;1;
Makatea;6;6;Porites;massive;Medium;Healthy;1;
Makatea;6;6;Porites;massive;Small;Dead;0;
Makatea;6;6;Porites;massive;Small;Bleached;0;
Makatea;6;6;Porites;massive;Small;Pale;0;
Makatea;6;6;Porites;massive;Small;Healthy;0;
Makatea;6;7;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;7;Pocillopora;verrucosa;Big;Bleached;0;
Makatea;6;7;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;7;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;7;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;7;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;7;Pocillopora;verrucosa;Medium;Pale;2;
Makatea;6;7;Pocillopora;verrucosa;Medium;Healthy;1;
Makatea;6;7;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;7;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;7;Pocillopora;verrucosa;Small;Pale;0;
Makatea;6;7;Pocillopora;verrucosa;Small;Healthy;2;
Makatea;6;7;Acropora;NA;Big;Dead;0;
Makatea;6;7;Acropora;NA;Big;Bleached;0;
Makatea;6;7;Acropora;NA;Big;Pale;0;
Makatea;6;7;Acropora;NA;Big;Healthy;0;
Makatea;6;7;Acropora;NA;Medium;Dead;0;
Makatea;6;7;Acropora;NA;Medium;Bleached;0;
Makatea;6;7;Acropora;NA;Medium;Pale;0;
Makatea;6;7;Acropora;NA;Medium;Healthy;1;
Makatea;6;7;Acropora;NA;Small;Dead;0;
Makatea;6;7;Acropora;NA;Small;Bleached;0;
Makatea;6;7;Acropora;NA;Small;Pale;0;
Makatea;6;7;Acropora;NA;Small;Healthy;0;
Makatea;6;7;Pavona;chiriquiensis;Big;Dead;0;
Makatea;6;7;Pavona;chiriquiensis;Big;Bleached;0;
Makatea;6;7;Pavona;chiriquiensis;Big;Pale;0;
Makatea;6;7;Pavona;chiriquiensis;Big;Healthy;0;
Makatea;6;7;Pavona;chiriquiensis;Medium;Dead;0;
Makatea;6;7;Pavona;chiriquiensis;Medium;Bleached;0;
Makatea;6;7;Pavona;chiriquiensis;Medium;Pale;0;
Makatea;6;7;Pavona;chiriquiensis;Medium;Healthy;0;
Makatea;6;7;Pavona;chiriquiensis;Small;Dead;0;
Makatea;6;7;Pavona;chiriquiensis;Small;Bleached;0;
Makatea;6;7;Pavona;chiriquiensis;Small;Pale;2;
Makatea;6;7;Pavona;chiriquiensis;Small;Healthy;0;
Makatea;6;7;Porites;massive;Big;Dead;0;
Makatea;6;7;Porites;massive;Big;Bleached;0;
Makatea;6;7;Porites;massive;Big;Pale;0;
Makatea;6;7;Porites;massive;Big;Healthy;0;
Makatea;6;7;Porites;massive;Medium;Dead;0;
Makatea;6;7;Porites;massive;Medium;Bleached;0;
Makatea;6;7;Porites;massive;Medium;Pale;0;
Makatea;6;7;Porites;massive;Medium;Healthy;1;
Makatea;6;7;Porites;massive;Small;Dead;0;
Makatea;6;7;Porites;massive;Small;Bleached;0;
Makatea;6;7;Porites;massive;Small;Pale;0;
Makatea;6;7;Porites;massive;Small;Healthy;0;
Makatea;6;7;Porites;rus;Big;Dead;0;
Makatea;6;7;Porites;rus;Big;Bleached;0;
Makatea;6;7;Porites;rus;Big;Pale;0;
Makatea;6;7;Porites;rus;Big;Healthy;0;
Makatea;6;7;Porites;rus;Medium;Dead;0;
Makatea;6;7;Porites;rus;Medium;Bleached;2;
Makatea;6;7;Porites;rus;Medium;Pale;0;
Makatea;6;7;Porites;rus;Medium;Healthy;1;
Makatea;6;7;Porites;rus;Small;Dead;0;
Makatea;6;7;Porites;rus;Small;Bleached;0;
Makatea;6;7;Porites;rus;Small;Pale;0;
Makatea;6;7;Porites;rus;Small;Healthy;0;
Makatea;6;7;Leptastrea;NA;Big;Dead;0;
Makatea;6;7;Leptastrea;NA;Big;Bleached;0;
Makatea;6;7;Leptastrea;NA;Big;Pale;0;
Makatea;6;7;Leptastrea;NA;Big;Healthy;0;
Makatea;6;7;Leptastrea;NA;Medium;Dead;0;
Makatea;6;7;Leptastrea;NA;Medium;Bleached;0;
Makatea;6;7;Leptastrea;NA;Medium;Pale;0;
Makatea;6;7;Leptastrea;NA;Medium;Healthy;0;
Makatea;6;7;Leptastrea;NA;Small;Dead;0;
Makatea;6;7;Leptastrea;NA;Small;Bleached;3;
Makatea;6;7;Leptastrea;NA;Small;Pale;0;
Makatea;6;7;Leptastrea;NA;Small;Healthy;0;
Makatea;6;7;Montipora;encrusting;Big;Dead;0;
Makatea;6;7;Montipora;encrusting;Big;Bleached;0;
Makatea;6;7;Montipora;encrusting;Big;Pale;0;
Makatea;6;7;Montipora;encrusting;Big;Healthy;0;
Makatea;6;7;Montipora;encrusting;Medium;Dead;0;
Makatea;6;7;Montipora;encrusting;Medium;Bleached;0;
Makatea;6;7;Montipora;encrusting;Medium;Pale;1;
Makatea;6;7;Montipora;encrusting;Medium;Healthy;1;
Makatea;6;7;Montipora;encrusting;Small;Dead;0;
Makatea;6;7;Montipora;encrusting;Small;Bleached;0;
Makatea;6;7;Montipora;encrusting;Small;Pale;0;
Makatea;6;7;Montipora;encrusting;Small;Healthy;0;
Makatea;6;7;Gardineroseris;planulata;Big;Dead;0;
Makatea;6;7;Gardineroseris;planulata;Big;Bleached;0;
Makatea;6;7;Gardineroseris;planulata;Big;Pale;0;
Makatea;6;7;Gardineroseris;planulata;Big;Healthy;0;
Makatea;6;7;Gardineroseris;planulata;Medium;Dead;0;
Makatea;6;7;Gardineroseris;planulata;Medium;Bleached;0;
Makatea;6;7;Gardineroseris;planulata;Medium;Pale;0;
Makatea;6;7;Gardineroseris;planulata;Medium;Healthy;0;
Makatea;6;7;Gardineroseris;planulata;Small;Dead;0;
Makatea;6;7;Gardineroseris;planulata;Small;Bleached;0;
Makatea;6;7;Gardineroseris;planulata;Small;Pale;0;
Makatea;6;7;Gardineroseris;planulata;Small;Healthy;1;
Makatea;6;8;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;8;Pocillopora;verrucosa;Big;Bleached;0;
Makatea;6;8;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;8;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;8;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;8;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;8;Pocillopora;verrucosa;Medium;Pale;1;
Makatea;6;8;Pocillopora;verrucosa;Medium;Healthy;1;
Makatea;6;8;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;8;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;8;Pocillopora;verrucosa;Small;Pale;0;
Makatea;6;8;Pocillopora;verrucosa;Small;Healthy;1;
Makatea;6;8;Porites;massive;Big;Dead;0;
Makatea;6;8;Porites;massive;Big;Bleached;0;
Makatea;6;8;Porites;massive;Big;Pale;1;
Makatea;6;8;Porites;massive;Big;Healthy;1;
Makatea;6;8;Porites;massive;Medium;Dead;0;
Makatea;6;8;Porites;massive;Medium;Bleached;0;
Makatea;6;8;Porites;massive;Medium;Pale;0;
Makatea;6;8;Porites;massive;Medium;Healthy;0;
Makatea;6;8;Porites;massive;Small;Dead;0;
Makatea;6;8;Porites;massive;Small;Bleached;0;
Makatea;6;8;Porites;massive;Small;Pale;0;
Makatea;6;8;Porites;massive;Small;Healthy;1;
Makatea;6;9;Pocillopora;meandrina;Big;Dead;0;
Makatea;6;9;Pocillopora;meandrina;Big;Bleached;0;
Makatea;6;9;Pocillopora;meandrina;Big;Pale;0;
Makatea;6;9;Pocillopora;meandrina;Big;Healthy;0;
Makatea;6;9;Pocillopora;meandrina;Medium;Dead;0;
Makatea;6;9;Pocillopora;meandrina;Medium;Bleached;0;
Makatea;6;9;Pocillopora;meandrina;Medium;Pale;1;
Makatea;6;9;Pocillopora;meandrina;Medium;Healthy;0;
Makatea;6;9;Pocillopora;meandrina;Small;Dead;0;
Makatea;6;9;Pocillopora;meandrina;Small;Bleached;0;
Makatea;6;9;Pocillopora;meandrina;Small;Pale;0;
Makatea;6;9;Pocillopora;meandrina;Small;Healthy;0;
Makatea;6;9;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;9;Pocillopora;verrucosa;Big;Bleached;0;
Makatea;6;9;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;9;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;9;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;9;Pocillopora;verrucosa;Medium;Bleached;3;
Makatea;6;9;Pocillopora;verrucosa;Medium;Pale;2;
Makatea;6;9;Pocillopora;verrucosa;Medium;Healthy;1;
Makatea;6;9;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;9;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;9;Pocillopora;verrucosa;Small;Pale;0;
Makatea;6;9;Pocillopora;verrucosa;Small;Healthy;2;
Makatea;6;9;Porites;massive;Big;Dead;0;
Makatea;6;9;Porites;massive;Big;Bleached;0;
Makatea;6;9;Porites;massive;Big;Pale;0;
Makatea;6;9;Porites;massive;Big;Healthy;0;
Makatea;6;9;Porites;massive;Medium;Dead;0;
Makatea;6;9;Porites;massive;Medium;Bleached;0;
Makatea;6;9;Porites;massive;Medium;Pale;0;
Makatea;6;9;Porites;massive;Medium;Healthy;1;
Makatea;6;9;Porites;massive;Small;Dead;0;
Makatea;6;9;Porites;massive;Small;Bleached;0;
Makatea;6;9;Porites;massive;Small;Pale;1;
Makatea;6;9;Porites;massive;Small;Healthy;1;
Makatea;6;9;Montipora;encrusting;Big;Dead;0;
Makatea;6;9;Montipora;encrusting;Big;Bleached;0;
Makatea;6;9;Montipora;encrusting;Big;Pale;0;
Makatea;6;9;Montipora;encrusting;Big;Healthy;0;
Makatea;6;9;Montipora;encrusting;Medium;Dead;0;
Makatea;6;9;Montipora;encrusting;Medium;Bleached;1;
Makatea;6;9;Montipora;encrusting;Medium;Pale;0;
Makatea;6;9;Montipora;encrusting;Medium;Healthy;0;
Makatea;6;9;Montipora;encrusting;Small;Dead;0;
Makatea;6;9;Montipora;encrusting;Small;Bleached;0;
Makatea;6;9;Montipora;encrusting;Small;Pale;0;
Makatea;6;9;Montipora;encrusting;Small;Healthy;1;
Makatea;6;9;Pavona;chiriquiensis;Big;Dead;0;
Makatea;6;9;Pavona;chiriquiensis;Big;Bleached;0;
Makatea;6;9;Pavona;chiriquiensis;Big;Pale;0;
Makatea;6;9;Pavona;chiriquiensis;Big;Healthy;0;
Makatea;6;9;Pavona;chiriquiensis;Medium;Dead;0;
Makatea;6;9;Pavona;chiriquiensis;Medium;Bleached;0;
Makatea;6;9;Pavona;chiriquiensis;Medium;Pale;0;
Makatea;6;9;Pavona;chiriquiensis;Medium;Healthy;0;
Makatea;6;9;Pavona;chiriquiensis;Small;Dead;0;
Makatea;6;9;Pavona;chiriquiensis;Small;Bleached;0;
Makatea;6;9;Pavona;chiriquiensis;Small;Pale;0;
Makatea;6;9;Pavona;chiriquiensis;Small;Healthy;1;
Makatea;6;9;Gardineroseris;planulata;Big;Dead;0;
Makatea;6;9;Gardineroseris;planulata;Big;Bleached;0;
Makatea;6;9;Gardineroseris;planulata;Big;Pale;0;
Makatea;6;9;Gardineroseris;planulata;Big;Healthy;0;
Makatea;6;9;Gardineroseris;planulata;Medium;Dead;0;
Makatea;6;9;Gardineroseris;planulata;Medium;Bleached;0;
Makatea;6;9;Gardineroseris;planulata;Medium;Pale;0;
Makatea;6;9;Gardineroseris;planulata;Medium;Healthy;0;
Makatea;6;9;Gardineroseris;planulata;Small;Dead;0;
Makatea;6;9;Gardineroseris;planulata;Small;Bleached;0;
Makatea;6;9;Gardineroseris;planulata;Small;Pale;1;
Makatea;6;9;Gardineroseris;planulata;Small;Healthy;0;
Makatea;6;10;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;10;Pocillopora;verrucosa;Big;Bleached;2;
Makatea;6;10;Pocillopora;verrucosa;Big;Pale;1;
Makatea;6;10;Pocillopora;verrucosa;Big;Healthy;1;
Makatea;6;10;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;10;Pocillopora;verrucosa;Medium;Bleached;1;
Makatea;6;10;Pocillopora;verrucosa;Medium;Pale;1;
Makatea;6;10;Pocillopora;verrucosa;Medium;Healthy;1;
Makatea;6;10;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;10;Pocillopora;verrucosa;Small;Bleached;0;
Makatea;6;10;Pocillopora;verrucosa;Small;Pale;0;
Makatea;6;10;Pocillopora;verrucosa;Small;Healthy;0;
Makatea;6;10;Montipora;encrusting;Big;Dead;0;
Makatea;6;10;Montipora;encrusting;Big;Bleached;1;
Makatea;6;10;Montipora;encrusting;Big;Pale;0;
Makatea;6;10;Montipora;encrusting;Big;Healthy;1;
Makatea;6;10;Montipora;encrusting;Medium;Dead;0;
Makatea;6;10;Montipora;encrusting;Medium;Bleached;2;
Makatea;6;10;Montipora;encrusting;Medium;Pale;2;
Makatea;6;10;Montipora;encrusting;Medium;Healthy;1;
Makatea;6;10;Montipora;encrusting;Small;Dead;0;
Makatea;6;10;Montipora;encrusting;Small;Bleached;0;
Makatea;6;10;Montipora;encrusting;Small;Pale;0;
Makatea;6;10;Montipora;encrusting;Small;Healthy;0;
Makatea;6;10;Porites;massive;Big;Dead;0;
Makatea;6;10;Porites;massive;Big;Bleached;0;
Makatea;6;10;Porites;massive;Big;Pale;0;
Makatea;6;10;Porites;massive;Big;Healthy;0;
Makatea;6;10;Porites;massive;Medium;Dead;0;
Makatea;6;10;Porites;massive;Medium;Bleached;0;
Makatea;6;10;Porites;massive;Medium;Pale;0;
Makatea;6;10;Porites;massive;Medium;Healthy;0;
Makatea;6;10;Porites;massive;Small;Dead;0;
Makatea;6;10;Porites;massive;Small;Bleached;0;
Makatea;6;10;Porites;massive;Small;Pale;0;
Makatea;6;10;Porites;massive;Small;Healthy;1;
Makatea;6;10;Pavona;chiriquiensis;Big;Dead;0;
Makatea;6;10;Pavona;chiriquiensis;Big;Bleached;0;
Makatea;6;10;Pavona;chiriquiensis;Big;Pale;0;
Makatea;6;10;Pavona;chiriquiensis;Big;Healthy;0;
Makatea;6;10;Pavona;chiriquiensis;Medium;Dead;0;
Makatea;6;10;Pavona;chiriquiensis;Medium;Bleached;0;
Makatea;6;10;Pavona;chiriquiensis;Medium;Pale;0;
Makatea;6;10;Pavona;chiriquiensis;Medium;Healthy;0;
Makatea;6;10;Pavona;chiriquiensis;Small;Dead;0;
Makatea;6;10;Pavona;chiriquiensis;Small;Bleached;0;
Makatea;6;10;Pavona;chiriquiensis;Small;Pale;0;
Makatea;6;10;Pavona;chiriquiensis;Small;Healthy;1;
Makatea;6;11;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;11;Pocillopora;verrucosa;Big;Bleached;0;
Makatea;6;11;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;11;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;11;Pocillopora;verrucosa;Medium;Dead;1;
Makatea;6;11;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;11;Pocillopora;verrucosa;Medium;Pale;1;
Makatea;6;11;Pocillopora;verrucosa;Medium;Healthy;1;
Makatea;6;11;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;11;Pocillopora;verrucosa;Small;Bleached;1;
Makatea;6;11;Pocillopora;verrucosa;Small;Pale;1;
Makatea;6;11;Pocillopora;verrucosa;Small;Healthy;0;
Makatea;6;11;Montipora;encrusting;Big;Dead;0;
Makatea;6;11;Montipora;encrusting;Big;Bleached;0;
Makatea;6;11;Montipora;encrusting;Big;Pale;0;
Makatea;6;11;Montipora;encrusting;Big;Healthy;0;
Makatea;6;11;Montipora;encrusting;Medium;Dead;0;
Makatea;6;11;Montipora;encrusting;Medium;Bleached;1;
Makatea;6;11;Montipora;encrusting;Medium;Pale;2;
Makatea;6;11;Montipora;encrusting;Medium;Healthy;0;
Makatea;6;11;Montipora;encrusting;Small;Dead;0;
Makatea;6;11;Montipora;encrusting;Small;Bleached;0;
Makatea;6;11;Montipora;encrusting;Small;Pale;0;
Makatea;6;11;Montipora;encrusting;Small;Healthy;0;
Makatea;6;11;Pavona;varians;Big;Dead;0;
Makatea;6;11;Pavona;varians;Big;Bleached;0;
Makatea;6;11;Pavona;varians;Big;Pale;0;
Makatea;6;11;Pavona;varians;Big;Healthy;0;
Makatea;6;11;Pavona;varians;Medium;Dead;0;
Makatea;6;11;Pavona;varians;Medium;Bleached;0;
Makatea;6;11;Pavona;varians;Medium;Pale;1;
Makatea;6;11;Pavona;varians;Medium;Healthy;1;
Makatea;6;11;Pavona;varians;Small;Dead;0;
Makatea;6;11;Pavona;varians;Small;Bleached;0;
Makatea;6;11;Pavona;varians;Small;Pale;0;
Makatea;6;11;Pavona;varians;Small;Healthy;0;
Makatea;6;12;Pocillopora;verrucosa;Big;Dead;0;
Makatea;6;12;Pocillopora;verrucosa;Big;Bleached;1;
Makatea;6;12;Pocillopora;verrucosa;Big;Pale;0;
Makatea;6;12;Pocillopora;verrucosa;Big;Healthy;0;
Makatea;6;12;Pocillopora;verrucosa;Medium;Dead;0;
Makatea;6;12;Pocillopora;verrucosa;Medium;Bleached;2;
Makatea;6;12;Pocillopora;verrucosa;Medium;Pale;1;
Makatea;6;12;Pocillopora;verrucosa;Medium;Healthy;2;
Makatea;6;12;Pocillopora;verrucosa;Small;Dead;0;
Makatea;6;12;Pocillopora;verrucosa;Small;Bleached;2;
Makatea;6;12;Pocillopora;verrucosa;Small;Pale;0;
Makatea;6;12;Pocillopora;verrucosa;Small;Healthy;1;
Makatea;6;12;Montipora;encrusting;Big;Dead;0;
Makatea;6;12;Montipora;encrusting;Big;Bleached;0;
Makatea;6;12;Montipora;encrusting;Big;Pale;0;
Makatea;6;12;Montipora;encrusting;Big;Healthy;0;
Makatea;6;12;Montipora;encrusting;Medium;Dead;0;
Makatea;6;12;Montipora;encrusting;Medium;Bleached;1;
Makatea;6;12;Montipora;encrusting;Medium;Pale;1;
Makatea;6;12;Montipora;encrusting;Medium;Healthy;1;
Makatea;6;12;Montipora;encrusting;Small;Dead;0;
Makatea;6;12;Montipora;encrusting;Small;Bleached;0;
Makatea;6;12;Montipora;encrusting;Small;Pale;0;
Makatea;6;12;Montipora;encrusting;Small;Healthy;0;
Makatea;6;12;Porites;massive;Big;Dead;0;
Makatea;6;12;Porites;massive;Big;Bleached;0;
Makatea;6;12;Porites;massive;Big;Pale;0;
Makatea;6;12;Porites;massive;Big;Healthy;0;
Makatea;6;12;Porites;massive;Medium;Dead;0;
Makatea;6;12;Porites;massive;Medium;Bleached;0;
Makatea;6;12;Porites;massive;Medium;Pale;0;
Makatea;6;12;Porites;massive;Medium;Healthy;0;
Makatea;6;12;Porites;massive;Small;Dead;0;
Makatea;6;12;Porites;massive;Small;Bleached;0;
Makatea;6;12;Porites;massive;Small;Pale;0;
Makatea;6;12;Porites;massive;Small;Healthy;2;
Makatea;6;12;Porites;rus;Big;Dead;0;
Makatea;6;12;Porites;rus;Big;Bleached;0;
Makatea;6;12;Porites;rus;Big;Pale;0;
Makatea;6;12;Porites;rus;Big;Healthy;0;
Makatea;6;12;Porites;rus;Medium;Dead;0;
Makatea;6;12;Porites;rus;Medium;Bleached;0;
Makatea;6;12;Porites;rus;Medium;Pale;0;
Makatea;6;12;Porites;rus;Medium;Healthy;0;
Makatea;6;12;Porites;rus;Small;Dead;0;
Makatea;6;12;Porites;rus;Small;Bleached;0;
Makatea;6;12;Porites;rus;Small;Pale;0;
Makatea;6;12;Porites;rus;Small;Healthy;1;
Makatea;6;12;Pavona;chiriquiensis;Big;Dead;0;
Makatea;6;12;Pavona;chiriquiensis;Big;Bleached;0;
Makatea;6;12;Pavona;chiriquiensis;Big;Pale;0;
Makatea;6;12;Pavona;chiriquiensis;Big;Healthy;0;
Makatea;6;12;Pavona;chiriquiensis;Medium;Dead;0;
Makatea;6;12;Pavona;chiriquiensis;Medium;Bleached;0;
Makatea;6;12;Pavona;chiriquiensis;Medium;Pale;1;
Makatea;6;12;Pavona;chiriquiensis;Medium;Healthy;0;
Makatea;6;12;Pavona;chiriquiensis;Small;Dead;0;
Makatea;6;12;Pavona;chiriquiensis;Small;Bleached;0;
Makatea;6;12;Pavona;chiriquiensis;Small;Pale;0;
Makatea;6;12;Pavona;chiriquiensis;Small;Healthy;0;
Makatea;6;12;Leptastrea;NA;Big;Dead;0;
Makatea;6;12;Leptastrea;NA;Big;Bleached;0;
Makatea;6;12;Leptastrea;NA;Big;Pale;0;
Makatea;6;12;Leptastrea;NA;Big;Healthy;0;
Makatea;6;12;Leptastrea;NA;Medium;Dead;0;
Makatea;6;12;Leptastrea;NA;Medium;Bleached;1;
Makatea;6;12;Leptastrea;NA;Medium;Pale;0;
Makatea;6;12;Leptastrea;NA;Medium;Healthy;0;
Makatea;6;12;Leptastrea;NA;Small;Dead;0;
Makatea;6;12;Leptastrea;NA;Small;Bleached;0;
Makatea;6;12;Leptastrea;NA;Small;Pale;0;
Makatea;6;12;Leptastrea;NA;Small;Healthy;0;
Makatea;6;13;Pocillopora;eydouxi;Big;Dead;0;
Makatea;6;13;Pocillopora;eydouxi;Big;Bleached;1;
Makatea;6;13;Pocillopora;eydouxi;Big;Pale;0;
Makatea;6;13;Pocillopora;eydouxi;Big;Healthy;0;
Makatea;6;13;Pocillopora;eydouxi;Medium;Dead;0;
Makatea;6;13;Pocillopora;eydouxi;Medium;Bleached;0;
Makatea;6;13;Pocillopora;eydouxi;Medium;Pale;0;
Makatea;6;13;Pocillopora;eydouxi;Medium;Healthy;0;
Makatea;6;13;Pocillopora;eydouxi;Small;Dead;0;
