"","Pressure_DBar","Dissolved_Oxygen","Temperature","Conductivity_Salinity","Fluorometry","PAR","PAR2","Temp2","PAR3","Temperature3","Temperature4"
"1867",128.482,1.046,26.622,56.782,0.77,-556.138,-0.461490843007576,0.936602870813397,NA,NA,NA
"1868",128.548,1.496,26.617,56.788,0.75,-556.138,-0.461490843007576,0.93642696312975,NA,NA,NA
"1869",128.606,1.56,26.616,56.788,0.751,-556.138,-0.461490843007576,0.93639178159302,NA,NA,NA
"1870",128.661,2.358,26.612,56.786,0.758,-556.138,-0.461490843007576,0.936251055446102,-556.138,26.6125714285714,0.936271159181376
"1871",128.737,2.666,26.608,56.79,0.755,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1872",128.846,1.111,26.608,56.788,0.741,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1873",128.943,1.648,26.605,56.786,0.74,-556.138,-0.461490843007576,0.936004784688995,NA,NA,NA
"1874",128.951,2.189,26.608,56.788,0.741,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1875",128.995,2.309,26.608,56.792,0.746,-556.138,-0.461490843007576,0.936110329299184,-489.093428571429,26.6035238095238,0.935952850039537
"1876",129.025,3.811,26.593,56.736,2.831,-275.449,-0.228571310026637,0.935582606248241,NA,NA,NA
"1877",129.019,1.496,26.604,56.792,0.768,-556.138,-0.461490843007576,0.935969603152266,NA,NA,NA
"1878",129.047,2.248,26.5986666666667,56.762,2.39433333333333,-367.515,-0.304968923482893,0.935781968289708,NA,NA,NA
"1879",129.058,2.193,26.606,56.788,0.805,-556.138,-0.461490843007576,0.936039966225725,NA,NA,NA
"1880",129.062,1.734,26.6095,56.79,1.091,-556.138,-0.461490843007576,0.936163101604278,-529.191857142857,26.6061666666667,0.93604582981518
"1881",129.066,2.141,26.61,56.792,0.938,-556.138,-0.461490843007576,0.936180692372643,NA,NA,NA
"1882",129.069,1.905,26.609,56.783,1.336,-556.138,-0.461490843007576,0.936145510835913,NA,NA,NA
"1883",129.072,2.105,26.606,56.776,1.554,-556.138,-0.461490843007576,0.936039966225725,NA,NA,NA
"1884",129.075,2.478,26.608,56.78,1.828,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1885",129.079,2.47,26.61,56.778,2.248,-556.138,-0.461490843007576,0.936180692372643,-556.138,26.6088095238095,0.936138809590822
"1886",129.081,2.13433333333333,26.6086666666667,56.7813333333333,2.088,-556.138,-0.461490843007576,0.936133783657004,NA,NA,NA
"1887",129.085,2.398,26.61,56.774,2.643,-556.138,-0.461490843007576,0.936180692372643,NA,NA,NA
"1888",129.082,1.556,26.61,56.782,2.593,-556.138,-0.461490843007576,0.936180692372643,NA,NA,NA
"1889",129.077,2.895,26.595,56.749,3.6385,-274.3265,-0.22763984432698,0.9356529693217,NA,NA,NA
"1890",129.071,1.744,26.61,56.79,2.256,-556.138,-0.461490843007576,0.936180692372643,-515.879214285714,26.607,0.936075147762454
"1891",129.067,1.792,26.608,56.791,2.106,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1892",129.06,1.812,26.608,56.794,1.95,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1893",129.051,1.752,26.608,56.798,1.813,-556.138,-0.461490843007576,0.936110329299184,NA,NA,NA
"1894",129.045,3.035,26.611,56.798,1.691,-556.138,-0.461490843007576,0.936215873909372,NA,NA,NA
"1895",129.043,2.931,26.612,56.802,1.605,-556.138,-0.461490843007576,0.936251055446102,-515.986142857143,26.6071428571429,0.936080173696273
"1896",129.04,2.3875,26.6095,56.805,1.516,-556.138,-0.461490843007576,0.936163101604278,NA,NA,NA
"1897",129.038,1.6035,26.5915,56.755,3.2115,-275.075,-0.228260959762341,0.935529833943147,NA,NA,NA
"1898",129.042,1.64,26.61,56.802,1.507,-556.138,-0.461490843007576,0.936180692372643,NA,NA,NA
"1899",129.052,2.057,26.609,56.794,1.444,-556.138,-0.461490843007576,0.936145510835913,NA,NA,NA
"1900",129.054,1.608,26.608,56.792,1.391,-556.138,-0.461490843007576,0.936110329299184,-515.986142857143,26.6076428571429,0.936097764464638
"1901",129.076,1.628,26.611,56.79,1.332,-556.138,-0.461490843007576,0.936215873909372,NA,NA,NA
"1902",129.091,1.82,26.611,56.78,1.291,-556.138,-0.461490843007576,0.936215873909372,NA,NA,NA
"1903",129.103,2.378,26.613,56.778,1.274,-556.138,-0.461490843007576,0.936286236982831,NA,NA,NA
"1904",129.12,2.077,26.615,56.776,1.304,-556.138,-0.461490843007576,0.93635660005629,NA,NA,NA
"1905",129.137,2.005,26.613,56.78,1.379,-556.138,-0.461490843007576,0.936286236982831,-556.138,26.6132857142857,0.936296288850468
"1906",129.164,2.686,26.614,56.786,1.503,-556.138,-0.461490843007576,0.936321418519561,NA,NA,NA
"1907",129.192,2.486,26.614,56.782,1.615,-556.138,-0.461490843007576,0.936321418519561,NA,NA,NA
"1908",129.222,1.792,26.613,56.788,1.712,-556.138,-0.461490843007576,0.936286236982831,NA,NA,NA
"1909",129.248,1.616,26.613,56.79,1.819,-556.138,-0.461490843007576,0.936286236982831,NA,NA,NA
"1910",129.283,1.303,26.612,56.786,2,-556.138,-0.461490843007576,0.936251055446102,-556.138,26.6128571428571,0.936281211049013
"1911",129.303,1.64,26.613,56.782,2.312,-556.138,-0.461490843007576,0.936286236982831,NA,NA,NA
"1912",129.338,1.688,26.615,56.782,2.522,-556.138,-0.461490843007576,0.93635660005629,NA,NA,NA
"1913",129.357,1.588,26.61,56.778,2.58,-556.138,-0.461490843007576,0.936180692372643,NA,NA,NA
"1914",129.399,0.878,26.607,56.772,2.53,114.521,0.0950310765171066,0.936075147762454,NA,NA,NA
"1915",129.406,0.866,26.604,56.764,2.505,-0.749,-0.000621530342132123,0.935969603152266,-140.985928571429,26.6066428571429,0.936062582927908
"1916",129.433,0.862,26.609,56.77,2.514,1.497,0.00124223087072335,0.936145510835913,NA,NA,NA
"1917",129.441,0.862,26.608,56.768,2.518,2.246,0.00186376121285547,0.936110329299184,NA,NA,NA
"1918",129.459,1.658,26.5935,56.719,2.383,7.8595,0.0065219195246828,0.935600197016606,NA,NA,NA
"1919",129.494,1.4615,26.592,56.746,1.951,2.6195,0.00217369657038064,0.935547424711511,NA,NA,NA
"1920",129.498,0.862,26.609,56.758,2.945,2.246,0.00186376121285547,0.936145510835913,-156.544,26.6027857142857,0.935926882714809
"1921",129.515,0.862,26.606,56.76,3.072,1.497,0.00124223087072335,0.936039966225725,NA,NA,NA
"1922",129.541,0.866,26.606,56.758,3.149,-556.138,-0.461490843007576,0.936039966225725,NA,NA,NA
"1923",129.569,0.874,26.605,56.758,3.187,-556.138,-0.461490843007576,0.936004784688995,NA,NA,NA
"1924",129.594,0.862,26.607,56.768,3.29,-556.138,-0.461490843007576,0.936075147762454,NA,NA,NA
"1925",129.615,2.145,26.5885,56.742,4.2605,-273.952,-0.227329079155914,0.935424289332958,-515.825714285714,26.6027857142857,0.935926882714809
"1926",129.642,0.862,26.601,56.764,3.803,-556.138,-0.461490843007576,0.935864058542077,NA,NA,NA
"1927",129.664,0.87,26.606,56.76,3.885,-556.138,-0.461490843007576,0.936039966225725,NA,NA,NA
"1928",129.692,0.85,26.606,56.762,3.891,-556.138,-0.461490843007576,0.936039966225725,NA,NA,NA
"1929",129.718,0.846,26.604,56.766,3.806,-556.138,-0.461490843007576,0.935969603152266,NA,NA,NA
"1930",129.745,0.85,26.61,56.774,3.514,-556.138,-0.461490843007576,0.936180692372643,-556.138,26.6054285714286,0.936019862490451
"1931",129.79,0.854,26.605,56.774,3.206,-556.138,-0.461490843007576,0.936004784688995,NA,NA,NA
"1932",129.836,0.854,26.603,56.778,2.874,-556.138,-0.461490843007576,0.935934421615536,NA,NA,NA
"1933",129.888,0.878,26.604,56.772,2.548,-556.138,-0.461490843007576,0.935969603152266,NA,NA,NA
"1934",129.955,0.858,26.603,56.766,2.263,-556.138,-0.461490843007576,0.935934421615536,NA,NA,NA
"1935",130.02,0.846,26.597,56.756,2.04,-556.138,-0.461490843007576,0.935723332395159,-556.138,26.5992857142857,0.935803747336255
"1936",130.107,0.846,26.599,56.746,1.843,-556.138,-0.461490843007576,0.935793695468618,NA,NA,NA
"1937",130.156,0.826,26.595,56.764,1.687,-556.138,-0.461490843007576,0.9356529693217,NA,NA,NA
"1938",130.214,0.85,26.594,56.764,1.542,-556.138,-0.461490843007576,0.935617787784971,NA,NA,NA
"1939",130.319,0.878,26.589,56.758,1.43,-556.138,-0.461490843007576,0.935441880101323,NA,NA,NA
"1940",130.404,0.87,26.593,56.732,1.38,-556.138,-0.461490843007576,0.935582606248241,-556.138,26.5915714285714,0.935532346910056
"1941",130.515,0.874,26.591,56.748,1.392,-556.138,-0.461490843007576,0.935512243174782,NA,NA,NA
"1942",130.669,0.874,26.589,56.758,1.317,-556.138,-0.461490843007576,0.935441880101323,NA,NA,NA
"1943",130.844,1.299,26.59,56.754,1.252,-556.138,-0.461490843007576,0.935477061638052,NA,NA,NA
"1944",131.02,2.7445,26.5645,56.711,1.434,-273.952,-0.227329079155914,0.934579932451449,NA,NA,NA
"1945",131.22,3.196,26.587,56.74,1.142,-556.138,-0.461490843007576,0.935371517027864,-475.566928571429,26.5785714285714,0.935074986932572
"1946",131.345,3.312,26.5465,56.718,1.7325,-274.3265,-0.22763984432698,0.933946664790318,NA,NA,NA
"1947",131.322,4.715,26.586,56.76,1.035,-556.138,-0.461490843007576,0.935336335491134,NA,NA,NA
"1948",131.418,3.404,26.587,56.762,0.986,-556.138,-0.461490843007576,0.935371517027864,NA,NA,NA
"1949",131.536,3.488,26.584,56.762,0.933,-556.138,-0.461490843007576,0.935265972417675,NA,NA,NA
"1950",131.658,2.911,26.584,56.756,0.884,-556.138,-0.461490843007576,0.935265972417675,-556.138,26.5834285714286,0.935245868682401
"1951",131.753,2.289,26.583,56.754,0.842,-556.138,-0.461490843007576,0.935230790880946,NA,NA,NA
"1952",131.893,1.784,26.583,56.758,0.811,-556.138,-0.461490843007576,0.935230790880946,NA,NA,NA
"1953",132.052,2.157,26.577,56.734,0.792,-556.138,-0.461490843007576,0.935019701660569,NA,NA,NA
"1954",132.19,2.021,26.569,56.732,0.772,-556.138,-0.461490843007576,0.934738249366732,NA,NA,NA
"1955",132.323,0.882,26.567,56.736,0.765,34.431,0.028571310026637,0.934667886293273,-231.929,26.5698571428571,0.934768404969643
"1956",132.276,0.866,26.564,56.74,0.768,3.743,0.00310599208357882,0.934562341683085,NA,NA,NA
"1957",132.269,0.862,26.566,56.738,0.771,3.743,0.00310599208357882,0.934632704756544,NA,NA,NA
"1958",132.281,0.986,26.563,56.738,0.778,2.994,0.0024844617414467,0.934527160146355,NA,NA,NA
"1959",132.292,0.846,26.56,56.734,0.794,2.994,0.0024844617414467,0.934421615536167,NA,NA,NA
"1960",132.306,0.826,26.56,56.736,0.825,2.246,0.00186376121285547,0.934421615536167,3.74285714285714,26.5587142857143,0.9343763821318
"1961",132.32,0.822,26.556,56.732,0.88,3.743,0.00310599208357882,0.934280889389249,NA,NA,NA
"1962",132.338,0.842,26.555,56.728,0.964,5.24,0.00434822295430217,0.934245707852519,NA,NA,NA
"1963",132.36,0.85,26.551,56.728,1.042,5.24,0.00434822295430217,0.934104981705601,NA,NA,NA
"1964",132.394,0.818,26.548,56.732,1.068,4.491,0.00372669261217005,0.933999437095412,NA,NA,NA
"1965",132.468,0.83,26.55,56.734,1.055,5.24,0.00434822295430217,0.934069800168871,5.02585714285714,26.5481428571429,0.934004463029231
"1966",132.515,2.131,26.522,56.695,1.0855,4.491,0.00372669261217005,0.933084717140445,NA,NA,NA
"1967",132.655,0.878,26.555,56.736,1.032,5.988,0.00496892348289339,0.934245707852519,NA,NA,NA
"1968",132.768,0.886,26.556,56.728,1.053,4.491,0.00372669261217005,0.934280889389249,NA,NA,NA
"1969",132.844,0.894,26.558,56.708,1.015,1.497,0.00124223087072335,0.934351252462708,NA,NA,NA
"1970",132.945,0.91,26.552,56.708,0.961,4.491,0.00372669261217005,0.93414016324233,4.91871428571429,26.548,0.933999437095412
"1971",132.931,0.87,26.543,56.702,0.902,5.988,0.00496892348289339,0.933823529411765,NA,NA,NA
"1972",133.008,0.902,26.54,56.696,0.851,5.988,0.00496892348289339,0.933717984801576,NA,NA,NA
"1973",133.04,0.878,26.532,56.7,0.813,5.988,0.00496892348289339,0.93343653250774,NA,NA,NA
"1974",133.078,1.331,26.513,56.682,0.842,5.614,0.00465857321859778,0.932768083309879,NA,NA,NA
"1975",133.124,0.878,26.527,56.71,0.777,6.737,0.00559045382502552,0.933260624824092,6.68314285714286,26.5292857142857,0.933341039765188
"1976",133.155,0.878,26.53,56.71,0.777,7.485,0.00621115435361674,0.933366169434281,NA,NA,NA
"1977",133.184,0.866,26.531,56.714,0.78,7.485,0.00621115435361674,0.93340135097101,NA,NA,NA
"1978",133.212,0.862,26.532,56.718,0.79,7.485,0.00621115435361674,0.93343653250774,NA,NA,NA
"1979",133.226,0.846,26.532,56.722,0.828,5.988,0.00496892348289339,0.93343653250774,NA,NA,NA
"1980",133.236,0.846,26.532,56.722,0.885,5.988,0.00496892348289339,0.93343653250774,6.52278571428571,26.5325714285714,0.933456636243014
"1981",133.241,0.854,26.532,56.722,0.919,6.737,0.00559045382502552,0.93343653250774,NA,NA,NA
"1982",133.239,0.858,26.533,56.725,0.953,6.3625,0.00527968865395946,0.933471714044469,NA,NA,NA
"1983",133.24,0.858,26.536,56.729,1.743,5.614,0.00465857321859778,0.933577258654658,NA,NA,NA
"1984",133.251,0.862,26.539,56.734,3.103,5.988,0.00496892348289339,0.933682803264847,NA,NA,NA
"1985",133.274,0.862,26.539,56.724,3.56,5.988,0.00496892348289339,0.933682803264847,5.56035714285714,26.5339285714286,0.93350438261429
"1986",133.292,0.866,26.529,56.704,4.062,4.491,0.00372669261217005,0.933330987897551,NA,NA,NA
"1987",133.315,0.87,26.5315,56.696,4.5085,5.988,0.00496892348289339,0.933418941739375,NA,NA,NA
"1988",133.33,0.862,26.53,56.694,4.69,4.491,0.00372669261217005,0.933366169434281,NA,NA,NA
"1989",133.34,0.862,26.53,56.708,4.759,5.24,0.00434822295430217,0.933366169434281,NA,NA,NA
"1990",133.334,0.874,26.533,56.714,4.598,5.24,0.00434822295430217,0.933471714044469,5.23964285714286,26.5319285714286,0.933434019540831
"1991",133.327,0.87,26.532,56.704,4.648,5.2395,0.00434780804753172,0.93343653250774,NA,NA,NA
"1992",133.346,0.874,26.532,56.694,4.914,4.491,0.00372669261217005,0.93343653250774,NA,NA,NA
"1993",133.369,0.87,26.535,56.662,4.915,5.988,0.00496892348289339,0.933542077117929,NA,NA,NA
"1994",133.437,0.87,26.538,56.642,4.914,5.24,0.00434822295430217,0.933647621728117,NA,NA,NA
"1995",133.516,0.874,26.539,56.662,4.914,4.491,0.00372669261217005,0.933682803264847,4.49107142857143,26.5316666666667,0.93342480532883
"1996",133.553,0.882,26.542,56.686,4.913,2.994,0.0024844617414467,0.933788347875035,NA,NA,NA
"1997",133.643,1.8,26.522,56.654,3.231,3.7425,0.00310557717680837,0.933084717140445,NA,NA,NA
"1998",133.691,1.86333333333333,26.5136666666667,56.6353333333333,2.723,4.491,0.00372669261217005,0.932791537667699,NA,NA,NA
"1999",133.748,0.882,26.547,56.622,4.914,2.246,0.00186376121285547,0.933964255558683,NA,NA,NA
"2000",133.78,0.878,26.548,56.584,4.914,3.743,0.00310599208357882,0.933999437095412,3.20811904761905,26.5360952380952,0.933580609277204
"2001",133.8,0.874,26.543,56.57,4.914,2.246,0.00186376121285547,0.933823529411765,NA,NA,NA
"2002",133.808,0.879333333333333,26.54,56.622,4.914,2.99433333333333,0.00248473834596033,0.933717984801576,NA,NA,NA
"2003",133.807,0.878,26.539,56.638,4.914,2.994,0.0024844617414467,0.933682803264847,NA,NA,NA
"2004",133.813,0.886,26.529,56.632,4.913,3.743,0.00310599208357882,0.933330987897551,NA,NA,NA
"2005",133.816,0.894,26.526,56.628,4.914,3.743,0.00310599208357882,0.933225443287363,3.31504761904762,26.5282142857143,0.93330334526155
"2006",133.829,0.894,26.523,56.624,4.677,2.994,0.0024844617414467,0.933119898677174,NA,NA,NA
"2007",133.838,1.5075,26.5125,56.629,2.7745,2.994,0.0024844617414467,0.932750492541514,NA,NA,NA
"2008",133.848,0.902,26.528,56.602,3.974,3.743,0.00310599208357882,0.933295806360822,NA,NA,NA
"2009",133.858,0.902,26.531,56.602,3.829,3.743,0.00310599208357882,0.93340135097101,NA,NA,NA
"2010",133.866,0.898,26.527,56.606,3.766,4.491,0.00372669261217005,0.933260624824092,3.60014285714286,26.5264047619048,0.933239683433182
"2011",133.868,0.894,26.53,56.618,4.016,2.994,0.0024844617414467,0.933366169434281,NA,NA,NA
"2012",133.872,0.880666666666667,26.5263333333333,56.5873333333333,4.756,3.493,0.00289853869835448,0.933237170466273,NA,NA,NA
"2013",133.877,0.89,26.53,56.608,4.766,3.743,0.00310599208357882,0.933366169434281,NA,NA,NA
"2014",133.876,0.874,26.5265,56.6,4.913,1.8715,0.00155299604178941,0.933243034055728,NA,NA,NA
"2015",133.873,0.874,26.528,56.592,4.914,2.994,0.0024844617414467,0.933295806360822,3.22592857142857,26.527619047619,0.933282403870639
"2016",133.875,0.88,26.529,56.577,4.914,2.62,0.00217411147715108,0.933330987897551,NA,NA,NA
"2017",133.874,0.878,26.5285,56.58,4.914,4.117,0.00341634234787443,0.933313397129187,NA,NA,NA
"2018",133.88,0.878,26.525,56.566,4.914,3.743,0.00310599208357882,0.933190261750633,NA,NA,NA
"2019",133.892,0.878,26.526,56.562,4.913,3.743,0.00310599208357882,0.933225443287363,NA,NA,NA
"2020",133.914,0.878,26.524,56.556,4.914,2.994,0.0024844617414467,0.933155080213904,3.47542857142857,26.5256428571429,0.933212878452817
"2021",133.933,0.553,26.525,56.562,4.914,2.994,0.0024844617414467,0.933190261750633,NA,NA,NA
"2022",133.96,0.545,26.525,56.58,4.914,3.743,0.00310599208357882,0.933190261750633,NA,NA,NA
"2023",134.01,0.577,26.526,56.578,4.913,2.994,0.0024844617414467,0.933225443287363,NA,NA,NA
"2024",134.05,1.06633333333333,26.5143333333333,56.6566666666667,2.14866666666667,5.988,0.00496892348289339,0.932814992025518,NA,NA,NA
"2025",134.11,0.625,26.53,56.622,4.914,2.994,0.0024844617414467,0.933366169434281,3.315,26.5267619047619,0.933252248267728
"2026",134.156,0.65,26.528,56.632,4.914,2.246,0.00186376121285547,0.933295806360822,NA,NA,NA
"2027",134.21,0.682,26.533,56.652,4.913,2.246,0.00186376121285547,0.933471714044469,NA,NA,NA
"2028",134.242,0.706,26.531,56.658,4.913,2.994,0.0024844617414467,0.93340135097101,NA,NA,NA
"2029",134.268,0.718,26.532,56.648,4.913,2.994,0.0024844617414467,0.93343653250774,NA,NA,NA
"2030",134.29,0.738,26.533,56.628,4.913,2.994,0.0024844617414467,0.933471714044469,2.99414285714286,26.5318571428571,0.933431506573921
"2031",134.305,0.746,26.531,56.632,4.914,3.743,0.00310599208357882,0.93340135097101,NA,NA,NA
"2032",134.317,0.754,26.53,56.658,4.913,2.994,0.0024844617414467,0.933366169434281,NA,NA,NA
"2033",134.327,0.766,26.533,56.638,4.914,2.994,0.0024844617414467,0.933471714044469,NA,NA,NA
"2034",134.336,0.774,26.533,56.618,4.914,2.994,0.0024844617414467,0.933471714044469,NA,NA,NA
"2035",134.344,0.786,26.529,56.626,4.914,3.743,0.00310599208357882,0.933330987897551,3.63564285714286,26.5266428571429,0.933248059989546
"2036",134.355,2.037,26.5155,56.658,2.885,5.2395,0.00434780804753172,0.932856037151703,NA,NA,NA
"2037",134.362,0.794,26.523,56.634,4.914,4.491,0.00372669261217005,0.933119898677174,NA,NA,NA
"2038",134.366,0.798,26.523,56.622,4.914,2.994,0.0024844617414467,0.933119898677174,NA,NA,NA
"2039",134.371,0.81,26.52,56.63,4.914,2.994,0.0024844617414467,0.933014354066986,NA,NA,NA
"2040",134.372,0.81,26.52,56.632,4.914,3.743,0.00310599208357882,0.933014354066986,3.31485714285714,26.5196428571429,0.933001789232439
"2041",134.377,0.816,26.5185,56.625,4.9135,2.994,0.0024844617414467,0.932961581761891,NA,NA,NA
"2042",134.394,0.822,26.515,56.622,4.914,2.994,0.0024844617414467,0.932838446383338,NA,NA,NA
"2043",134.413,0.818,26.518,56.618,4.913,2.994,0.0024844617414467,0.932943990993527,NA,NA,NA
"2044",134.448,0.818,26.514,56.63,4.914,2.246,0.00186376121285547,0.932803264846608,NA,NA,NA
"2045",134.505,1.63,26.5075,56.649,2.86,5.2395,0.00434780804753172,0.932574584857867,3.31492857142857,26.5145,0.932820855614973
"2046",134.544,0.834,26.516,56.612,4.914,3.743,0.00310599208357882,0.932873627920067,NA,NA,NA
"2047",134.587,0.814,26.515,56.61,4.913,2.994,0.0024844617414467,0.932838446383338,NA,NA,NA
"2048",134.647,0.834,26.516,56.624,4.913,2.994,0.0024844617414467,0.932873627920067,NA,NA,NA
"2049",134.691,0.826,26.519,56.616,4.914,2.994,0.0024844617414467,0.932979172530256,NA,NA,NA
"2050",134.734,0.718,26.52,56.602,4.914,1.497,0.00124223087072335,0.933014354066986,2.45942857142857,26.5177142857143,0.93293393912589
"2051",134.767,0.75,26.519,56.61,4.913,2.994,0.0024844617414467,0.932979172530256,NA,NA,NA
"2052",134.796,0.782,26.519,56.622,4.914,2.994,0.0024844617414467,0.932979172530256,NA,NA,NA
"2053",134.829,0.798,26.516,56.62,4.913,0.749,0.000621530342132123,0.932873627920067,NA,NA,NA
"2054",134.881,0.814,26.518,56.622,4.914,1.497,0.00124223087072335,0.932943990993527,NA,NA,NA
"2055",134.91,0.862,26.518,56.628,4.914,2.994,0.0024844617414467,0.932943990993527,2.99414285714286,26.5099285714286,0.932660025732781
"2056",134.98,0.886,26.4935,56.638,2.9245,5.24,0.00434822295430217,0.932082043343653,NA,NA,NA
"2057",135.063,0.83,26.507,56.626,4.914,4.491,0.00372669261217005,0.932556994089502,NA,NA,NA
"2058",135.129,0.838,26.498,56.604,4.914,2.994,0.0024844617414467,0.932240360258936,NA,NA,NA
"2059",135.233,0.79,26.491,56.608,4.913,2.246,0.00186376121285547,0.931994089501829,NA,NA,NA
"2060",135.323,0.65,26.483,56.6,4.914,2.246,0.00186376121285547,0.931712637207993,2.88721428571429,26.4845714285714,0.931767922479997
"2061",135.403,2.1735,26.476,56.621,3.19,3.7425,0.00310557717680837,0.931466366450887,NA,NA,NA
"2062",135.476,0.778,26.471,56.568,4.914,1.497,0.00124223087072335,0.931290458767239,NA,NA,NA
"2063",135.491,0.846,26.466,56.564,4.914,2.994,0.0024844617414467,0.931114551083591,NA,NA,NA
"2064",135.587,0.87,26.456,56.58,4.914,1.497,0.00124223087072335,0.930762735716296,NA,NA,NA
"2065",135.626,0.698,26.455,56.58,4.913,2.994,0.0024844617414467,0.930727554179567,-4.491,26.4551428571429,0.930732580113385
"2066",135.698,0.77,26.449,56.58,4.913,6.737,0.00559045382502552,0.930516464959189,NA,NA,NA
"2067",135.753,0.794,26.445,56.578,4.913,-51.647,-0.042857379946726,0.930375738812271,NA,NA,NA
"2068",135.822,0.834,26.444,56.576,4.914,4.491,0.00372669261217005,0.930340557275542,NA,NA,NA
"2069",135.863,0.698,26.444,56.576,4.913,3.743,0.00310599208357882,0.930340557275542,NA,NA,NA
"2070",135.874,2.7285,26.457,56.613,3.1055,3.7425,0.00310557717680837,0.930797917253026,-4.27707142857143,26.4441428571429,0.93034558320936
"2071",135.91,0.918,26.439,56.582,4.914,2.994,0.0024844617414467,0.930164649591894,NA,NA,NA
"2072",135.921,0.91,26.438,56.592,4.914,3.743,0.00310599208357882,0.930129468055165,NA,NA,NA
"2073",135.927,0.91,26.442,56.592,4.914,2.994,0.0024844617414467,0.930270194202083,NA,NA,NA
"2074",135.932,0.662,26.442,56.594,4.914,2.994,0.0024844617414467,0.930270194202083,NA,NA,NA
"2075",135.934,0.714,26.44,56.586,4.913,2.994,0.0024844617414467,0.930199831128624,3.208,26.4418571428571,0.930265168268264
"2076",135.935,0.774,26.444,56.584,4.914,3.743,0.00310599208357882,0.930340557275542,NA,NA,NA
"2077",135.937,0.822,26.443,56.574,4.914,2.994,0.0024844617414467,0.930305375738812,NA,NA,NA
"2078",135.942,0.862,26.444,56.572,4.913,2.994,0.0024844617414467,0.930340557275542,NA,NA,NA
"2079",135.943,0.886,26.447,56.572,4.913,3.743,0.00310599208357882,0.93044610188573,NA,NA,NA
"2080",135.949,0.858,26.448,56.57,4.914,3.743,0.00310599208357882,0.93048128342246,3.315,26.448,0.93048128342246
"2081",135.956,0.814,26.452,56.572,4.914,2.246,0.00186376121285547,0.930622009569378,NA,NA,NA
"2082",135.96,0.818,26.45,56.56,4.914,2.994,0.0024844617414467,0.930551646495919,NA,NA,NA
"2083",135.972,0.906,26.452,56.536,4.904,4.491,0.00372669261217005,0.930622009569378,NA,NA,NA
"2084",135.981,0.942,26.452,56.532,4.723,3.743,0.00310599208357882,0.930622009569378,NA,NA,NA
"2085",135.996,0.946,26.445,56.528,4.57,4.491,0.00372669261217005,0.930375738812271,4.27728571428571,26.4398571428571,0.930194805194805
"2086",136.022,0.774,26.435,56.548,4.443,4.491,0.00372669261217005,0.930023923444976,NA,NA,NA
"2087",136.036,0.906,26.425,56.556,4.488,5.24,0.00434822295430217,0.929672108077681,NA,NA,NA
"2088",136.059,0.946,26.42,56.564,4.718,4.491,0.00372669261217005,0.929496200394033,NA,NA,NA
"2089",136.076,0.89,26.415,56.566,4.894,4.491,0.00372669261217005,0.929320292710386,NA,NA,NA
"2090",136.093,0.902,26.413,56.57,4.778,4.491,0.00372669261217005,0.929249929636927,4.27728571428571,26.4168571428571,0.929385629850026
"2091",136.108,0.894,26.417,56.57,4.506,3.743,0.00310599208357882,0.929390655783845,NA,NA,NA
"2092",136.131,0.886,26.415,56.566,4.277,4.491,0.00372669261217005,0.929320292710386,NA,NA,NA
"2093",136.147,0.89,26.413,56.564,4.14,2.994,0.0024844617414467,0.929249929636927,NA,NA,NA
"2094",136.159,0.894,26.413,56.562,4.023,3.743,0.00310599208357882,0.929249929636927,NA,NA,NA
"2095",136.167,0.906,26.412,56.568,3.924,4.491,0.00372669261217005,0.929214748100197,3.84957142857143,26.4114285714286,0.929194644364923
"2096",136.164,0.886,26.406,56.572,3.842,3.743,0.00310599208357882,0.92900365887982,NA,NA,NA
"2097",136.155,0.874,26.41,56.572,3.943,4.491,0.00372669261217005,0.929144385026738,NA,NA,NA
"2098",136.151,0.878,26.411,56.574,4.07,2.994,0.0024844617414467,0.929179566563468,NA,NA,NA
"2099",136.154,0.874,26.412,56.574,4.244,4.491,0.00372669261217005,0.929214748100197,NA,NA,NA
"2100",136.168,0.874,26.414,56.578,4.487,4.491,0.00372669261217005,0.929285111173656,3.84942857142857,26.4135714285714,0.929270033372201
"2101",136.189,0.87,26.411,56.586,4.739,2.994,0.0024844617414467,0.929179566563468,NA,NA,NA
"2102",136.212,0.874,26.42,56.586,4.894,4.491,0.00372669261217005,0.929496200394033,NA,NA,NA
"2103",136.233,0.866,26.417,56.576,4.915,2.994,0.0024844617414467,0.929390655783845,NA,NA,NA
"2104",136.245,0.866,26.423,56.568,4.914,2.246,0.00186376121285547,0.929601745004222,NA,NA,NA
"2105",136.258,0.874,26.426,56.562,4.914,3.743,0.00310599208357882,0.92970728961441,3.208,26.4272857142857,0.929752523018777
"2106",136.282,0.874,26.423,56.564,4.914,2.994,0.0024844617414467,0.929601745004222,NA,NA,NA
"2107",136.326,0.878,26.428,56.568,4.913,2.994,0.0024844617414467,0.929777652687869,NA,NA,NA
"2108",136.372,2.2335,26.454,56.596,3.47,2.994,0.0024844617414467,0.930692372642837,NA,NA,NA
